Hochfilzen II;622;6395;Hochfilzen;;;;1982;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.050;1.250;1.499;249;1.400;349
Babylift Warming;621;6395;Hochfilzen;;;;1978;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;100;1.020;1.050;30;600;18
Hahnenkammbahn;6466;6604;Höfen;Bergbahnstraße;18;;2011;nein;;8er Einseilumlaufbahn;;;;;nein;Kabine;;2.560;916;1.726;810;2.000;1.620
Jochhaldelift aufg.;1230;6600;Höfen;;;;1966;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;250;1.700;1.800;100;1.000;100
Höfener Alm Schlepplift aufg.;1231;6600;Höfen;;;;;ja;2000;Schlepplift;keine;;6,00;2;nein;kein;keine;1.005;;;315;1.000;315
Alpkopf;1232;6600;Höfen;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;782;1.650;1.900;250;1.200;300
Hahnenkamm aufg.;1229;6600;Höfen;;;;;ja;2003;2er Sessellift fix geklemmt;teilweise;;8,00;2;nein;kein;keine;2.455;917;1.686;769;816;628
Höfener Alm 4er Sessel;1817;6600;Höfen;;;;2003;nein;;4er Sessellift kuppelbar;keine;;10,00;;nein;Bubble;keine;1.105;1.528;1.882;354;2.000;708
Schollenwiesenlift I;1233;6600;Höfen;;;;1967;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;770;875;1.019;144;1.000;144
Schollenwiesenlift II;1234;6600;Höfen;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;264;875;911;31;626;19
Höfener Almbahn aufg.;1228;6600;Höfen;;;;1957;ja;2010;Zweiseilpendelbahn;teilweise;;15,00;;nein;Kabine;keine;2.489;931;1.740;809;300;243
Mauriglift aufg.;1561;6654;Holzgau;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;250;1.090;1.120;30;416;18
Gföllberglift;1235;6654;Holzgau;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;720;1.108;1.316;208;1.200;250
Mödlingwies;4919;6361;Hopfgarten im Brixental;;;;;ja;;Schlepplift;;;;;nein;;;255;;;82;;
Riederkogellift;930;6361;Hopfgarten im Brixental;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.211;520;815;295;650;192
Foischinglift aufg.;631;6361;Hopfgarten im Brixental;;;;;ja;2000;Schlepplift;keine;;6,00;2;nein;kein;keine;1.267;1.350;1.650;300;1.200;360
Hagermoos;633;6361;Hopfgarten im Brixental;;;;1973;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;430;1.240;1.390;150;1.100;165
Hagerjoch;634;6361;Hopfgarten im Brixental;;;;1976;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.032;1.340;1.660;320;1.150;368
Babylift Kelchsau;635;6361;Hopfgarten im Brixental;;;;1992;nein;;Schlepplift mit niedriger Seilführung;keine;BH Kitzbühel;2,00;1;nein;kein;keine;90;790;820;30;560;17
Rigibahn;626;6361;Hopfgarten im Brixental;;;;1982;nein;;4er Sessellift fix geklemmt;keine;;10,00;4;nein;kein;keine;700;1.500;1.750;250;1.730;432
Hohe Salve I;627;6361;Hopfgarten im Brixental;;;;1983;nein;;3er Sessellift fix geklemmt;teilweise;;9,00;3;nein;kein;keine;1.095;1.150;1.530;380;1.880;714
Kasbichl;640;6361;Hopfgarten im Brixental;;;;1986;nein;;2er Sessellift fix geklemmt;ausschließlich;;8,00;2;nein;kein;keine;1.232;1.178;1.533;355;1.440;511
Hofstatt;632;6361;Hopfgarten im Brixental;;;;1972;nein;;2er Sessellift fix geklemmt;keine;Amt der Tiroler Landesregierung;8,00;2;nein;kein;keine;1.244;790;1.250;460;900;414
Schernthann;629;6361;Hopfgarten im Brixental;;;;1993;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.321;1.150;1.550;400;1.220;488
Salvenbahn I;1854;6361;Hopfgarten im Brixental;;;;2004;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;2.130;625;1.174;549;2.000;1.098
Foischingbahn;1670;6361;Hopfgarten im Brixental;;;;2000;nein;;8er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;14,00;8;nein;kein;keine;1.415;1.255;1.628;373;3.000;1.119
Tennladen - Arenalift aufg.;4921;6361;Hopfgarten im Brixental;;;;;ja;2006;Schlepplift;;;;;nein;;;185;;;75;830;
Mittermoosner Joch;4920;6361;Hopfgarten im Brixental;;;;1985;nein;;Schlepplift;;;;;nein;;;840;1.269;1.450;181;1.268;230
Kropfraderjochlift;623;6361;Hopfgarten im Brixental;;;;1990;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;350;1.425;1.495;70;1.450;102
Sportverein Penningberg;4922;6361;Hopfgarten im Brixental;;;;;nein;;Schlepplift;;;;;nein;;;1.270;;;317;1.200;
Salvenbahn II;4651;6361;Hopfgarten im Brixental;;;;2004;nein;;8er Einseilumlaufbahn;teilweise;Bundesministerium für Verkehr, Innovation und Technologie;12,00;8;nein;Kabine;keine;1.720;1.174;1.819;645;2.000;1.290
Tennladenlift;624;6361;Hopfgarten im Brixental;;;;1966;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;730;828;1.004;176;800;141
Hohe Salve III aufg.;630;6361;Hopfgarten im Brixental;;;;1952;ja;2008;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;991;1.530;1.825;295;750;221
Leamwiese;638;6361;Hopfgarten im Brixental;;;;;ja;2006;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;309;790;830;40;670;27
Unterrain;637;6361;Hopfgarten im Brixental;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;220;620;665;45;995;45
Bergl.Hohe Salve I aufg.;628;6361;Hopfgarten im Brixental;;;;1977;ja;2004;2er Sessellift fix geklemmt;ausschließlich;;8,00;2;nein;kein;keine;2.049;620;1.150;530;1.220;647
Schlepplift Mühlegg, Hopfgarten i Def;3143;9961;Hopfgarten in Defereggen;;;;1972;nein;;Schlepplift;keine;;;;nein;kein;keine;;;;100;480;48
Mühlegg;1123;9961;Hopfgarten in Defereggen;;;;1972;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;301;;;42;989;42
Alpjoch aufg.;296;6460;Imst;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;1.556;1.499;2.034;535;1.000;535
Malchbachlift;297;6460;Imst;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;900;1.470;1.605;135;1.200;162
Linserhof;298;6460;Imst;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;6,00;2;nein;kein;keine;169;;;19;230;4
Gunglgrün;299;6460;Imst;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;130;;;20;400;8
Übungslift Hochimst;1511;6460;Imst;;;;1995;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;112;1.050;1.065;15;720;11
Nuireith aufg.;1531;6460;Imst;;;;1995;ja;2002;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;112;1.050;1.065;15;720;11
Untermarkter Alm;295;6460;Imst;;;;1991;nein;;2er Sessellift kuppelbar;teilweise;;8,00;2;nein;kein;keine;2.299;1.053;1.501;448;1.200;538
Alpjoch;1510;6460;Imst;;;;1995;nein;;2er Sessellift kuppelbar;keine;;8,00;2;nein;kein;keine;1.572;1.495;2.028;533;1.100;586
Höflelift;300;6491;Imsterberg;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;341;;;102;880;90
Stauderfeld;4924;9932;Innervillgraten;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;300;;;52;403;21
Galler;1124;9932;Innervillgraten;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;192;;;19;570;11
Frau Hitt Warte;1570;6020;Innsbruck;;;;1998;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;180;1.900;1.965;65;1.000;65
Seegrubelift;1551;6020;Innsbruck;;;;1995;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;564;1.665;1.910;245;1.440;353
Heiligwasser;4926;6080;Innsbruck;;;;2008;nein;;Schlepplift;;;;;nein;;;369;1.020;1.120;100;1.190;119
Murmelelift Seegrube;4925;6020;Innsbruck;;;;2000;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;72;;;12;590;7
Skigebiet Nordpark;4723;6020;Innsbruck;Höhenstraße;145;;;nein;;;;;;;nein;;;;;;;;
Badhauslift aufg.;289;6020;Innsbruck;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;594;987;1.083;96;743;71
Kasererlift;290;6020;Innsbruck;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;115;903;916;13;972;13
Frau-Hittwarte-Lift aufg.;285;6020;Innsbruck;;;;1950;ja;1998;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;298;1.908;1.967;59;605;36
Seegrube-Lift aufg.;286;6020;Innsbruck;;;;1950;ja;1994;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;564;1.665;1.910;245;612;150
Gramartboden;288;6020;Innsbruck;;;;;ja;2000;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;72;850;862;12;590;7
Patscherkofelbahn;287;6020;Innsbruck;;;;1928;nein;;Zweiseilpendelbahn;teilweise;;15,00;;nein;Kabine;keine;3.738;903;1.951;1.048;450;472
Nordkettenbahn II aufg.;284;6020;Innsbruck;;;;1928;ja;2006;Zweiseilpendelbahn;keine;;15,00;;nein;Kabine;keine;752;1.905;2.260;355;500;178
Nordkettenbahn I aufg.;283;6020;Innsbruck;;;;1928;ja;2006;Zweiseilpendelbahn;teilweise;;15,00;;nein;Kabine;keine;2.885;860;1.905;1.045;440;460
Nordkettenbahn I;1915;6020;Innsbruck;;;;2006;nein;;Zweiseilpendelbahn;teilweise;;15,00;;nein;Kabine;keine;2.885;860;1.905;1.045;800;836
Nordkettenbahn II;1916;6020;Innsbruck;;;;2006;nein;;Zweiseilpendelbahn;keine;;15,00;;nein;Kabine;keine;752;1.905;2.260;355;620;220
Hungerburgbahn;1917;6020;Innsbruck;;;;2007;nein;;Standseilbahn;keine;;10,00;;nein;Kabine;keine;1.800;575;858;283;1.200;340
Hungerburgbahn aufg.;282;6020;Innsbruck;;;;1906;ja;2006;Standseilbahn;ausschließlich;;10,00;;nein;Kabine;keine;840;572;858;286;736;210
Olympia Express;1647;6020;Innsbruck;;;;1999;nein;;4er Sessellift kuppelbar;teilweise;;10,00;;nein;Bubble;keine;1.881;1.012;1.742;730;1.600;1.168
Fimbabahn I;5544;6561;Ischgl;Fimbabahnweg;3;;2007;nein;;8er Einseilumlaufbahn;ausschließlich;BH Landeck;;8;ja;Kabine;;1.674;1.371;1.631;260;2.800;728
Fimbabahn II;5545;6561;Ischgl;Firmbahn;2;;2007;nein;;8er Einseilumlaufbahn;ausschließlich;Amt der Tiroler Landesregierung;14,00;8;ja;Kabine;keine;2.173;1.631;2.321;690;2.800;1.932
Übungslift Velill;1755;6561;Ischgl;Übungslift Velill 95;1;;1995;nein;;Tellerschlepplift;keine;Amt der Tiroler Landesregierung;4,00;1;nein;kein;keine;375;2.320;2.370;50;720;36
Übungslift Mathon (Tal);5835;6562;Ischgl;Edelweißlift Mathon;1;;2009;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;2,00;2;nein;kein;keine;448;1.460;1.555;95;1.200;
Bodenalpe aufg.;5149;6561;Ischgl;;;;;ja;;4er Einseilumlaufbahn;;;;4;nein;;;726;;;316;1.615;
Übungslift Idalpe aufg.;4928;6561;Ischgl;;;;;ja;;Schlepplift;;;;;nein;;;202;;;28;800;
Schwarzseelift (Verbindungslift Fimba) aufg.;4927;6561;Ischgl;;;;;ja;;Schlepplift;;;;;nein;;;;;;;;
Paznauner-TajaLift aufg.;989;6561;Ischgl;;;;1975;ja;2003;Schlepplift;keine;;6,00;2;nein;kein;keine;1.160;1.978;2.265;287;1.400;402
Pardatschgrat aufg.;991;6561;Ischgl;;;;1976;ja;2003;Schlepplift;keine;;6,00;2;nein;kein;keine;550;2.493;2.620;127;1.200;152
Sonnenlift;992;6561;Ischgl;Sonnenlift;1;;1976;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;692;2.300;2.427;127;1.200;152
Schwarzwandlift aufg.;993;6561;Ischgl;;;;1979;ja;2003;Schlepplift;keine;;6,00;2;nein;kein;keine;1.190;2.424;2.747;323;1.200;388
Greitspitzlift;994;6561;Ischgl;Greitspitzlift;1;;1980;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;550;2.750;2.870;120;915;110
Madleinlift aufg.;997;6561;Ischgl;;;;1969;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;260;1.300;1.420;120;800;96
Edelweisslift aufg.;998;6562;Ischgl;;;;1972;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;298;1.300;1.550;250;618;154
Bodenalplift aufg.;990;6561;Ischgl;;;;1975;ja;2000;Schlepplift;keine;;6,00;2;nein;kein;keine;621;1.828;2.085;257;1.200;308
Sassgalunkopf aufg.;988;6561;Ischgl;;;;1977;ja;1997;Schlepplift;keine;;6,00;2;nein;kein;keine;343;2.120;2.265;145;1.038;151
Palinkopflift aufg.;986;6561;Ischgl;;;;1973;ja;1996;Schlepplift;keine;;6,00;2;nein;kein;keine;1.360;2.427;2.800;373;1.200;448
Höllkar I aufg.;980;6561;Ischgl;;;;1972;ja;1998;Schlepplift;keine;;6,00;2;nein;kein;keine;1.550;2.145;2.470;325;1.100;358
Höllenkar II aufg.;981;6561;Ischgl;;;;1980;ja;1998;Schlepplift;keine;;6,00;2;nein;kein;keine;1.550;2.145;2.470;325;1.010;328
Höllbodenlift aufg.;982;6561;Ischgl;;;;1966;ja;2004;Schlepplift;teilweise;;6,00;2;nein;kein;keine;940;2.090;2.330;240;800;192
Höllspitzlift aufg.;983;6561;Ischgl;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;1.792;;;642;1.200;770
Velillift I aufg.;984;6561;Ischgl;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;1.384;;;255;1.041;265
Velillift II aufg.;985;6561;Ischgl;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;374;;;52;720;280
Übungslift aufg.;987;6561;Ischgl;;;;1968;ja;1995;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;380;2.320;2.352;32;474;15
Schwarzwasserlift;1754;6561;Ischgl;Schwarzwasserlift;1;;1999;nein;;Tellerschlepplift;keine;Amt der Tiroler Landesregierung;4,00;1;nein;kein;keine;681;1.684;1.693;9;720;6
Übungslift Viderboden;1756;6561;Ischgl;Übungslift Viderböden 96;1;;1996;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;200;2.313;2.342;29;720;21
Edelweißlift Mathon Tal aufg.;1757;6562;Ischgl;;;;1972;ja;2008;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;250;1.500;1.550;50;300;15
Höllbodenbahn;1680;6561;Ischgl;Höllbodenbahn;1;;2000;nein;;8er Sessellift kuppelbar;teilweise;Amt der Tiroler Landesregierung;14,00;8;nein;kein;keine;1.840;2.142;2.326;184;3.700;681
Kindergartenlift aufg.;995;6561;Ischgl;;;;;ja;1994;Schlepplift mit niedriger Seilführung;keine;Amt der Tiroler Landesregierung;2,00;1;nein;kein;keine;140;;;9;440;4
Schischullift aufg.;996;6561;Ischgl;;;;;ja;1994;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;85;;;18;680;12
Schischullift;1829;6561;Ischgl;;;;2003;nein;;Schlepplift mit niedriger Seilführung;keine;Amt der Tiroler Landesregierung;2,00;1;nein;kein;keine;100;2.340;2.349;9;750;7
Sassgalunbahn;1592;6561;Ischgl;Sassgalunbahn;1;;1997;nein;;6er Sessellift fix geklemmt;teilweise;Amt der Tiroler Landesregierung;12,00;6;nein;kein;Förderband;380;2.141;2.283;142;2.220;315
Bodenalpbahn;1679;6561;Ischgl;Bodenalpbahn;1;;2000;nein;;4er Sessellift fix geklemmt;keine;BH Landeck;10,00;4;nein;kein;Förderband;726;1.834;2.150;316;1.615;510
Höllboden aufg.;975;6561;Ischgl;;;;1989;ja;2000;4er Sessellift fix geklemmt;teilweise;;10,00;;nein;kein;Förderband;950;2.141;2.315;174;2.880;501
Vellileckbahn;979;6561;Ischgl;Velilleckbahn;1;;1993;nein;;2er Sessellift fix geklemmt;keine;Amt der Tiroler Landesregierung;8,00;2;nein;kein;Förderband;595;2.050;2.240;190;1.440;274
Palinkopf aufg.;978;6561;Ischgl;;;;1985;ja;1997;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.594;2.417;2.857;440;1.440;634
Höllspitzbahn;1751;6561;Ischgl;Höllspitzbahn;1;;1994;nein;;4er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;10,00;4;nein;Bubble;keine;1.814;1.993;2.640;647;2.400;1.553
Idjoch aufg.;977;6561;Ischgl;;;;1980;ja;2001;3er Sessellift kuppelbar;keine;;9,00;3;nein;kein;keine;1.820;2.300;2.761;461;1.881;867
Silvrettabahn II;1610;6561;Ischgl;Silvrettabahn;2;;1998;nein;;Doppelseilumlaufbahn;ausschließlich;Amt der Tiroler Landesregierung;12,00;24;nein;Kabine;keine;1.984;1.683;2.321;638;3.440;2.195
Silvrettabahn I;1609;6561;Ischgl;Silvrettaplatz;2;;1998;nein;;Doppelseilumlaufbahn;ausschließlich;Amt der Tiroler Landesregierung;12,00;24;nein;Kabine;keine;1.954;1.360;1.683;323;3.440;1.111
Fimbabahn I aufg.;1608;6561;Ischgl;;;;1998;ja;2007;6er Einseilumlaufbahn;ausschließlich;;12,00;6;nein;Kabine;keine;1.671;1.371;1.630;259;2.400;622
Fimbabahn II aufg.;1663;6561;Ischgl;;;;1983;ja;2007;6er Einseilumlaufbahn;ausschließlich;;12,00;6;nein;Kabine;keine;2.172;1.630;2.324;694;2.400;1.666
Silvrettabahn I aufg.;968;6561;Ischgl;;;;1983;ja;1998;6er Einseilumlaufbahn;ausschließlich;;12,00;6;nein;Kabine;keine;1.840;1.355;1.626;271;2.400;650
Silvrettabahn II aufg.;969;6561;Ischgl;;;;1983;ja;1998;6er Einseilumlaufbahn;ausschließlich;;12,00;6;nein;Kabine;keine;2.191;1.626;2.321;695;2.400;1.668
Pardatschgratbahn II aufg.;971;6561;Ischgl;Pardatschgratbahn;2;;1972;ja;1990;4er Einseilumlaufbahn;teilweise;Amt der Tiroler Landesregierung;12,00;4;nein;Kabine;keine;1.640;1.889;2.624;735;1.750;1.286
Fimbabahn II aufg.;973;6561;Ischgl;;;;1976;ja;1998;4er Einseilumlaufbahn;ausschließlich;;12,00;4;nein;Kabine;keine;1.926;1.683;2.312;629;1.200;755
Fimbabahn I aufg.;972;6561;Ischgl;;;;1976;ja;1998;4er Einseilumlaufbahn;ausschließlich;;12,00;4;nein;Kabine;keine;1.821;1.370;1.683;313;1.200;376
Pardatschgratbahn I aufg.;970;6561;Ischgl;;;;1972;ja;1990;4er Einseilumlaufbahn;ausschließlich;;12,00;4;nein;Kabine;keine;1.969;1.362;1.889;527;1.750;922
Pardatschgratbahn II;1901;6561;Ischgl;Firmbabahnweg;1;;1990;nein;;4er Einseilumlaufbahn;ausschließlich;Amt der Tiroler Landesregierung;12,00;4;nein;Kabine;keine;1.640;1.889;2.624;735;1.750;1.286
Pardatschgratbahn I;1900;6561;Ischgl;;;;1990;nein;;4er Einseilumlaufbahn;ausschließlich;;12,00;4;nein;Kabine;keine;1.969;1.362;1.889;527;1.750;922
Idjochbahn;1750;6561;Ischgl;Idjochbahn;1;;2001;nein;;8er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;14,00;8;nein;kein;keine;1.797;2.300;2.761;461;3.000;1.383
Paznauner Thayabahn;1809;6561;Ischgl;Paznauner Thayabahn;1;;2003;nein;;6er Sessellift kuppelbar;keine;;12,00;6;nein;Bubble;keine;1.256;1.972;2.272;300;2.400;720
Nachtweidebahn;1828;6561;Ischgl;Nachtweidebahn;1;;2004;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;keine;1.645;2.089;2.446;357;2.400;857
Velillbahn;1520;6561;Ischgl;Velillbahn;1;;1995;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;Förderband;1.464;2.321;2.601;280;3.000;840
Gratbahn;1753;6561;Ischgl;Gratbahn;1;;2002;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;keine;970;2.307;2.625;318;2.350;747
Zeblasbahn;1752;6561;Ischgl;Zeblasbahn;1;;2000;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;kein;keine;1.477;2.417;2.791;374;2.400;898
Höllkarbahn;1621;6561;Ischgl;Höllkarbahn;1;;1998;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;keine;1.650;2.144;2.470;326;3.200;1.043
Gampenbahn;974;6561;Ischgl;Gamperbahn;4;;1988;nein;;4er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;10,00;4;nein;Bubble;keine;2.435;1.926;2.850;924;2.200;2.033
Palinkopfbahn;1590;6561;Ischgl;Palinkopfbahn;1;;1996;nein;;4er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;10,00;4;nein;kein;keine;1.591;2.417;2.857;440;2.500;1.100
Flimjochbahn;976;6561;Ischgl;;;;1993;nein;;4er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;10,00;4;nein;Bubble;keine;1.840;2.300;2.757;457;2.400;1.097
Maurerwiese;4929;6305;Itter;;;;;nein;;Schlepplift;;;;;nein;;;510;;;110;600;
Mittererwieslift;4930;6305;Itter;;;;1973;nein;;Schlepplift;;;;;nein;;;856;660;832;172;1.000;172
Maurerwieslift;642;6305;Itter;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;488;700;805;105;600;63
Babylift Bodenschmied;641;6305;Itter;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;100;590;612;12;350;4
Babylift-Högerfeld;644;6305;Itter;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;100;;;20;;
Babylift Itter;1934;6305;Itter;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;180;650;670;20;537;10
Salvistabahn;639;6305;Itter;;;;1989;nein;;4er Einseilumlaufbahn;ausschließlich;;12,00;4;nein;Kabine;keine;2.216;668;1.349;681;1.700;1.158
Veitelerfeld und Rofnerfeld;4932;6200;Jenbach;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;112;;;22;400;
Zisterer Bichllift;1395;6200;Jenbach;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;103;;;15;503;8
Zirbenbahn;5536;6474;Jerzens;;;;2009;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;6,10;6;nein;Bubble;;1.026;1.963;2.395;432;2.400;1.037
Kalbenalm / Neunzeiger aufg.;4933;6474;Jerzens;;;;;ja;;Schlepplift;;;;;nein;;;657;;;211;1.440;
Hahntennenlift;1548;6474;Jerzens;;;;1995;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;800;2.000;2.054;54;712;38
Lisslift;308;6474;Jerzens;;;;1984;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;375;1.460;1.576;116;793;92
Wiesenlift;1746;6474;Jerzens;;;;2002;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;205;1.468;1.521;53;731;39
Zollberglift;306;6474;Jerzens;;;;1982;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;654;1.990;2.230;240;1.429;343
Kalbenalmlift aufg.;307;6474;Jerzens;;;;1986;ja;2009;Schlepplift;keine;;6,00;2;nein;kein;keine;762;2.100;2.375;275;1.440;396
Sechszeiger;303;6474;Jerzens;;;;1986;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.000;2.000;2.230;370;1.440;533
Hochzeigerlift aufg.;304;6474;Jerzens;;;;1966;ja;2002;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;1.186;1.460;1.857;397;400;159
Hochzeigerbahn;301;6474;Jerzens;;;;1993;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;1.773;1.450;2.000;550;2.200;1.210
Panoramabahn;1747;6474;Jerzens;;;;2002;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;keine;1.405;1.802;2.370;568;2.755;1.565
Rotmoosbahn;302;6474;Jerzens;;;;1989;nein;;4er Sessellift kuppelbar;keine;;10,00;4;nein;kein;keine;1.270;1.980;2.450;470;2.750;1.293
Niederjöchl aufg.;305;6474;Jerzens;;;;1967;ja;1997;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;1.531;1.857;2.400;543;200;109
Kasereck;5532;6373;Jochberg;;;;2009;nein;;8er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;7,30;8;nein;Bubble;;721;1.712;1.934;222;3.350;744
Bärenbadkogel I aufg.;5152;6373;Jochberg;;;;;ja;;6er Sessellift kuppelbar;;;;;nein;;;1.166;;;342;2.600;
Gauxjoch;658;6373;Jochberg;;;;1986;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.242;1.732;1.863;131;1.440;189
Wurzhöhe;651;6373;Jochberg;;;;1968;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.302;1.318;1.727;409;1.400;573
Hochsaukaser;645;6373;Jochberg;;;;1989;nein;;4er Sessellift fix geklemmt;keine;;10,00;4;nein;kein;keine;873;1.468;1.935;467;2.390;1.116
Silberstube;1516;6373;Jochberg;;;;1994;nein;;4er Sessellift fix geklemmt;keine;;10,00;;nein;kein;Förderband;581;1.713;1.895;182;2.352;428
Trattenbach;648;6373;Jochberg;;;;1986;nein;;3er Sessellift fix geklemmt;keine;;9,00;3;nein;kein;keine;821;1.506;1.818;312;1.970;615
Kasereck aufg.;646;6373;Jochberg;;;;1983;ja;2009;3er Sessellift fix geklemmt;keine;;9,00;3;nein;kein;keine;758;1.712;1.933;221;1.964;434
Wagstätt;650;6373;Jochberg;;;;1979;nein;;2er Sessellift fix geklemmt;teilweise;;8,00;2;nein;kein;keine;1.181;929;1.320;391;1.440;563
Zweitausender;649;6373;Jochberg;;;;1977;ja;2012;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.429;1.513;1.995;482;1.440;694
Hartkaser;1732;6373;Jochberg;;;;2002;nein;;8er Sessellift kuppelbar;keine;;14,00;8;nein;kein;keine;1.031;1.710;1.977;267;3.000;801
Hanglalm;1883;6373;Jochberg;;;;2006;nein;;6er Sessellift kuppelbar;keine;;12,00;6;nein;kein;keine;1.196;1.592;1.941;349;2.600;907
Bärenbadkogel II;1731;6373;Jochberg;;;;2002;nein;;6er Sessellift kuppelbar;keine;;12,00;6;nein;kein;keine;1.175;1.493;1.868;375;2.400;900
Talsen;1640;6373;Jochberg;;;;1999;nein;;4er Sessellift kuppelbar;keine;;10,00;4;nein;kein;keine;1.461;1.263;1.797;534;2.000;1.068
