Übungslift Schmitte;1259;6672;Nesselwängle;;;;1990;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;146;1.125;1.139;14;648;9
Neuland;498;6167;Neustift im Stubaital;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;295;;;91;607;55
Eisgrat II;6443;6167;Neustift im Stubaital;Mutterberg;2;;1995;nein;;Zweiseilumlaufbahn;keine;;;6;nein;Kabine;;2.288;2.293;2.888;595;1.500;893
Eisgrat I;6442;6167;Neustift im Stubaital;;;;1995;nein;;Zweiseilumlaufbahn;keine;;;;nein;;;1.875;1.754;2.293;539;1.500;809
Übungslift Schaufelschuss;6462;6167;Neustift im Stubaital;Mutterberg;2;;1975;nein;;Schlepplift;;;;;nein;;;195;2.900;3.030;130;560;73
SL Kitzlift;6461;6167;Neustift im Stubaital;Mutterberg;2;;;nein;;Schlepplift;;;;;nein;;;298;2.595;2.623;28;650;18
SL Daunscharte;6460;6167;Neustift im Stubaital;Mutterberg;2;;2008;nein;;Schlepplift;;;;;nein;;;833;2.888;3.145;257;1.194;307
SL Daunferner II;6459;6167;Neustift im Stubaital;Mutterberg;2;;2001;nein;;Schlepplift;;;;;nein;;;1.474;2.857;3.203;346;1.428;494
SL Daunferner I;6458;6167;Neustift im Stubaital;Mutterberg;2;;2001;nein;;Schlepplift;;;;;nein;;;1.731;2.850;3.160;310;1.440;446
SL Windachferner;6457;6167;Neustift im Stubaital;Mutterberg;2;;1997;nein;;Schlepplift;;;;;nein;;;592;3.054;3.143;91;1.160;106
SL Gaisskarferner;6456;6167;Neustift im Stubaital;Mutterberg;2;;;nein;;Schlepplift;;;;;nein;;;1.121;2.900;3.150;250;1.250;313
SL Eisjoch;6455;6167;Neustift im Stubaital;Mutterberg;2;;1976;nein;;Schlepplift;;;;;nein;;;806;2.880;3.130;250;1.197;299
SL Fernau;6454;6167;Neustift im Stubaital;Mutterberg;2;;1975;nein;;Schlepplift;;;;;nein;;;1.031;2.300;2.600;300;1.191;357
Wildspitz;6453;6167;Neustift im Stubaital;Mutterberg;2;;2007;nein;;2er Sessellift fix geklemmt;;;8,00;2;nein;;;384;3.041;3.212;162;1.400;227
Pfaffengrat;6452;6167;Neustift im Stubaital;Mutterberg;2;;1999;nein;;2er Sessellift fix geklemmt;;;;;nein;;;323;2.919;3.060;141;1.200;169
Gamsgarten Sessel;6451;6167;Neustift im Stubaital;Mutterberg;2;;1981;nein;;2er Sessellift fix geklemmt;keine;;;;nein;;;1.904;2.295;2.713;416;1.165;485
Rotadl;6450;6167;Neustift im Stubaital;Mutterberg;2;;1989;nein;;4er Sessellift kuppelbar;keine;;;4;nein;;;1.284;2.632;3.015;383;2.700;1.034
Murmelebahn;6449;6167;Neustift im Stubaital;Mutterberg;2;;2001;nein;;6er Sessellift fix geklemmt;keine;;;6;nein;;;499;2.607;2.672;65;2.585;168
Fernau;6448;6167;Neustift im Stubaital;Mutterberg;2;;2000;nein;;6er Sessellift kuppelbar;keine;;;6;nein;;;2.067;2.580;3.064;484;2.400;1.162
Eisjoch;6447;6167;Neustift im Stubaital;Mutterberg;2;;1998;nein;;6er Sessellift kuppelbar;keine;;;6;nein;;;2.268;2.626;3.130;504;3.000;1.512
Gamsgarten II;6446;6167;Neustift im Stubaital;Mutterberg;2;;1992;nein;;6er Einseilumlaufbahn;keine;;;6;nein;Kabine;keine;1.569;2.295;2.631;336;2.400;806
Schaufeljoch;6445;6167;Neustift im Stubaital;Mutterberg;2;;2010;nein;;8er Einseilumlaufbahn;keine;;;8;nein;Kabine;;1.555;2.900;3.170;270;2.400;648
Gamsgarten I;6444;6167;Neustift im Stubaital;Mutterberg;2;;1992;nein;;6er Einseilumlaufbahn;keine;;;6;nein;Kabine;;1.910;1.750;2.300;550;2.400;1.320
Lehnerlift IV aufg.;4996;6167;Neustift im Stubaital;Lehner;;;;ja;;Schlepplift mit niedriger Seilführung;;;;;nein;;;;;;;;
Lehnerlift II aufg.;4994;6167;Neustift im Stubaital;Lehner;;;;ja;;Schlepplift mit niedriger Seilführung;;;;;nein;;;;;;;;
Elferlift I aufg.;4991;6167;Neustift im Stubaital;;;;;ja;;Schlepplift;;;;;nein;;;660;;;243;802;
Lehnerlift III aufg.;4995;6167;Neustift im Stubaital;Lehner;;;;ja;;Schlepplift mit niedriger Seilführung;;;;;nein;;;;;;;;
Kinderland II;4999;6167;Neustift im Stubaital;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;50;;;5;400;
Elferlift II aufg.;4992;6167;Neustift im Stubaital;Elfer;;;;ja;;Schlepplift;;;;;nein;;;668;;;199;981;
Krössbach;1740;6167;Neustift im Stubaital;Krößbach;;;2000;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;370;990;1.053;63;987;51
Neder;500;6167;Neustift im Stubaital;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;160;;;44;700;31
Kinderlift;501;6167;Neustift im Stubaital;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;196;;;30;720;22
Gasteig;502;6167;Neustift im Stubaital;Gasteig;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;230;;;30;375;11
Hauslift;503;6167;Neustift im Stubaital;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;109;;;32;408;13
Landhaus I aufg.;505;6167;Neustift im Stubaital;Schulweg;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;178;;;30;514;15
Pfurtscheller;499;6167;Neustift im Stubaital;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;192;;;34;500;17
Elferhütte;479;6167;Neustift im Stubaital;Elfer;;;1965;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;629;1.820;2.080;260;802;209
Hölltal;480;6167;Neustift im Stubaital;Elfer;;;1981;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;668;1.631;1.830;199;981;195
Elferlift III aufg.;481;6167;Neustift im Stubaital;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;179;;;77;979;75
Elferlift aufg.;478;6167;Neustift im Stubaital;;;;1965;ja;2004;1er Sessellift fix geklemmt;teilweise;;7,00;1;nein;kein;keine;895;1.386;1.812;404;360;145
Almhof-Babylift;497;6167;Neustift im Stubaital;Mühlenweg;39;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;80;;;6;319;2
Milders;506;6167;Neustift im Stubaital;Schulweg;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;75;;;8;576;5
Salzburger;504;6167;Neustift im Stubaital;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;109;;;15;408;6
Elfer aufg.;477;6167;Neustift im Stubaital;;;;1987;ja;2004;2er Sessellift fix geklemmt;keine;;8,00;;nein;Bubble;keine;1.795;1.000;1.812;813;936;761
Elfer;1832;6167;Neustift im Stubaital;Moos;12;;2004;nein;;8er Einseilumlaufbahn;ausschließlich;;12,00;8;nein;Kabine;keine;1.795;982;1.820;838;1.000;838
Ahornriedllift aufg.;837;6342;Niederndorferberg;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;236;;;57;460;26
Steinernes Mandl;1144;9990;Nußdorf-Debant;;;;1993;nein;;4er Sessellift kuppelbar;keine;;10,00;4;nein;kein;keine;1.300;1.826;2.217;391;2.618;1.024
Faschingalmbahn;1824;9990;Nußdorf-Debant;;;;2004;nein;;6er Sessellift kuppelbar;keine;;12,00;6;nein;kein;keine;2.019;1.672;2.188;516;2.400;1.238
Faschingalmlift aufg.;1145;9990;Nußdorf-Debant;;;;1975;ja;2004;Schlepplift;keine;;6,00;2;nein;kein;keine;1.850;1.666;2.130;464;1.200;557
Schoberköpfl;1146;9990;Nußdorf-Debant;;;;1966;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;686;2.085;2.271;186;630;117
Tribulaunlift;508;6156;Obernberg am Brenner;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;270;;;65;500;32
Spörrlift/Sonnenlift;507;6156;Obernberg am Brenner;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;200;;;31;265;8
Tauwiese;730;6372;Oberndorf in Tirol;;;;1982;nein;;Schlepplift;teilweise;;6,00;2;nein;kein;keine;470;708;780;80;775;62
Penzing II;728;6372;Oberndorf in Tirol;;;;1987;nein;;4er Sessellift kuppelbar;keine;;10,00;4;nein;kein;keine;1.854;919;1.469;550;2.200;1.210
Penzinglift II aufg.;729;6372;Oberndorf in Tirol;;;;1968;ja;2001;1er Sessellift fix geklemmt;ausschließlich;;7,00;1;nein;kein;keine;1.054;700;1.132;432;550;238
Übungslift Tauwiese;731;6372;Oberndorf in Tirol;;;;1987;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;200;715;740;25;550;14
Bauernpenzing;1703;6372;Oberndorf in Tirol;;;;2001;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;1.904;707;1.305;598;1.400;837
Peter Anich;5547;6173;Oberperfuss;;;;2008;nein;;8er Einseilumlaufbahn;teilweise;;;8;nein;Kabine;;1.540;850;1.363;513;1.000;513
Skilift Oberperfuss;3347;6173;Oberperfuss;Peter-Anich-Weg;11;;;nein;;;;;;;nein;;;;;;;;
Kleinschlepplift Stieglreith;5000;6173;Oberperfuss;Peter-Anich-Weg;11;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;100;;;21;490;10
Sulzstichlift;510;6173;Oberperfuss;Peter-Anich-Weg;11;;1972;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.562;1.376;1.575;199;1.000;199
Ranggerköpfllift;511;6173;Oberperfuss;Peter-Anich-Weg;11;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.588;1.575;1.930;355;1.000;355
Rosskogel III aufg.;512;6173;Oberperfuss;;;;;ja;2008;Schlepplift;keine;;6,00;2;nein;kein;keine;866;1.724;1.933;209;600;125
Egghoflift;513;6173;Oberperfuss;Peter-Anich-Weg;11;;1973;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;850;1.182;1.390;208;1.171;244
Stieglreith aufg.;509;6173;Oberperfuss;Peter-Anich-Weg;11;;1973;ja;2007;2er Sessellift fix geklemmt;teilweise;;8,00;2;nein;kein;keine;1.577;850;1.376;526;1.000;526
Himbeergol;5001;9942;Obertilliach;;;;1961;nein;;Schlepplift;;;;;nein;;;329;1.510;1.560;50;1.000;50
Stubenlift;1149;9942;Obertilliach;;;;1968;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;950;2.060;2.240;180;645;116
Bloaslift;1150;9942;Obertilliach;;;;1976;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;496;1.460;1.530;70;1.200;84
Glamplift;1151;9942;Obertilliach;;;;1976;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;640;1.910;2.090;180;1.200;216
Golzentipp;1147;9942;Obertilliach;Dorf;135;;1977;nein;;2er Sessellift fix geklemmt;teilweise;;8,00;2;nein;kein;keine;1.650;1.432;2.072;600;980;588
Almlift;319;6416;Obsteig;;;;1972;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;718;1.663;1.850;187;1.038;194
Grünberg ÜL;5003;6416;Obsteig;;;;2003;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;;;;;400;
Grünberg SL;5002;6416;Obsteig;;;;2003;nein;;Schlepplift;keine;BH Imst;;;nein;kein;keine;289;;;72;906;65
Grünberg-aufgelassen;317;6416;Obsteig;;;;1970;ja;2011;1er Sessellift fix geklemmt;keine;BH Imst;7,00;1;nein;kein;keine;1.300;1.025;1.481;456;540;246
Acherkogel II. Sektion;5174;6433;Oetz;;;;;ja;;2er Sessellift fix geklemmt;;;;;nein;;;1.432;;;617;884;
Übungslift aufg.;5004;6433;Oetz;;;;1985;ja;2002;Schlepplift mit niedriger Seilführung;;;;;nein;;;100;;;15;665;
Ochsengartenbahn;5005;6433;Oetz;Angerweg;13;;1999;nein;;4er Einseilumlaufbahn;teilweise;BH Imst;10,00;4;nein;Kabine;;1.704;1.511;2.022;511;1.420;726
Zirbenlift;1645;6433;Oetz;Angerweg;13;;1998;nein;;Tellerschlepplift;keine;BH Imst;4,00;1;nein;kein;keine;231;1.930;1.990;60;709;43
Ötzilift;1736;6433;Oetz;Angerweg;13;;2002;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;130;2.006;2.041;35;650;23
Brunnenkopf SL aufg.;322;6433;Oetz;;;;1975;ja;2003;Schlepplift;keine;;6,00;2;nein;kein;keine;641;1.986;2.195;209;1.200;251
Mohrenkopfbahn;1615;6433;Oetz;Angerweg;13;;1998;nein;;2er Sessellift fix geklemmt;keine;BH Imst;8,00;2;nein;kein;keine;680;1.880;2.162;282;1.400;395
Balbachbahn;1616;6433;Oetz;Angerweg;13;;1998;nein;;2er Sessellift fix geklemmt;keine;BH Imst;8,00;2;nein;kein;keine;945;1.880;2.120;240;1.450;348
Kühtailebahn;1735;6433;Oetz;Angerweg;13;;2001;nein;;3er Sessellift fix geklemmt;keine;BH Imst;9,00;3;nein;kein;keine;726;1.840;2.071;231;1.965;454
Brunnenkopfbahn;1813;6433;Oetz;Angerweg;13;;2003;nein;;4er Sessellift kuppelbar;keine;BH Imst;10,00;4;nein;kein;keine;657;1.965;2.179;214;2.320;496
Stift;5006;6433;Oetz;;;;;ja;;Schlepplift;;;;;nein;;;400;;;150;710;
Weselelift;1898;6433;Oetz;;;;2004;nein;;Tellerschlepplift;keine;BH Imst;4,00;1;nein;kein;keine;189;1.967;2.017;50;646;32
Kühtaiele aufg.;323;6433;Oetz;;;;1975;ja;2000;Schlepplift;keine;;6,00;2;nein;kein;keine;570;1.866;2.033;167;1.200;200
Balbach Wiesenlift;324;6433;Oetz;Angerweg;13;;1972;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;252;1.551;1.616;65;612;40
Am Schrofen;325;6433;Oetz;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;330;;;70;200;14
Acherkogelbahn I aufg.;320;6433;Oetz;Angerweg;13;;1975;ja;2000;2er Sessellift fix geklemmt;ausschließlich;;8,00;2;nein;kein;keine;1.461;813;1.410;597;742;443
Acherkogelbahn II;321;6433;Oetz;Angerweg;13;;1975;nein;;2er Sessellift fix geklemmt;teilweise;BH Imst;8,00;2;ja;kein;keine;1.432;1.410;2.023;613;884;542
Acherkogelbahn;1687;6433;Oetz;Angerweg;13;;2000;nein;;8er Einseilumlaufbahn;ausschließlich;BH Imst;12,00;8;nein;Kabine;keine;2.831;814;2.023;1.209;1.800;2.176
Zirbenlift;5008;6082;Patsch;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;176;;;27;1.400;38
Kasererwiese;5007;6082;Patsch;;;;;nein;;Schlepplift;;;;;nein;;;123;;;15;1.087;
Ochsenalm;515;6082;Patsch;;;;1974;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.098;1.656;1.982;326;1.028;335
Übungslift Patscherkofel;516;6082;Patsch;;;;1969;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;184;1.888;1.946;58;1.000;58
Gipfellift;514;6082;Patsch;;;;1961;nein;;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;763;1.971;2.247;276;450;124
Übungslift Igls;1648;6082;Patsch;;;;1999;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;185;901;940;39;500;20
Eschenlift;517;6082;Patsch;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;120;;;19;615;12
Panoramabahn;1931;6082;Patsch;;;;2006;nein;;4er Sessellift kuppelbar;keine;;10,00;4;nein;kein;keine;1.194;1.650;2.026;376;2.000;752
Nessleralm;1040;6574;Pettneu am Arlberg;;;;1964;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;900;1.430;1.680;250;700;175
Bränd aufg.;1039;6574;Pettneu am Arlberg;;;;1982;ja;1997;Schlepplift;keine;;6,00;2;nein;kein;keine;1.543;1.430;1.912;482;700;337
Übungslift Lavenar;1041;6574;Pettneu am Arlberg;;;;1988;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;378;1.430;1.500;70;406;28
Bränd;1568;6574;Pettneu am Arlberg;;;;1997;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.543;1.430;1.912;482;700;337
Pettneu aufg.;1038;6574;Pettneu am Arlberg;;;;1963;ja;2006;1er Sessellift fix geklemmt;ausschließlich;;7,00;1;nein;kein;keine;470;1.230;1.382;152;900;137
Pettneu-Lavenar;1948;6574;Pettneu am Arlberg;;;;2007;nein;;8er Einseilumlaufbahn;keine;;10,00;4;nein;kein;keine;471;1.243;1.405;162;1.400;227
Anlaglift;1261;6644;Pfafflar;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;120;;;21;300;6
Leitelift;1262;6644;Pfafflar;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;186;;;49;590;29
Tannenlift;1264;6644;Pfafflar;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;100;;;20;600;12
Lärchenlift aufg.;1263;6644;Pfafflar;;;;;ja;1996;Schlepplift;keine;;6,00;2;nein;kein;keine;423;;;147;1.046;154
Arbeserlift aufg.;1414;6130;Pill;;;;;ja;1998;Schlepplift;keine;;6,00;2;nein;kein;keine;355;;;128;569;73
Sonnenlift;1415;6130;Pill;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;350;1.275;1.350;75;700;52
Bockstalllift;1416;6130;Pill;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;426;1.784;1.888;104;1.200;125
Loassattellift;1417;6130;Pill;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;233;;;62;355;22
Kellerjochbahn III;1413;6130;Pill;;;;1988;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.773;1.352;1.884;532;1.120;596
Silber-Übungslift;1418;6130;Pill;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;100;;;11;710;8
Bichllift I;1152;9974;Prägraten am Großvenediger;;;;1968;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;495;1.320;1.490;170;500;85
Bichllift II;1153;9974;Prägraten am Großvenediger;;;;1971;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;482;1.310;1.420;110;757;68
Leite;1042;6522;Prutz;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;6,00;2;nein;kein;keine;287;;;77;288;22
Wischberglift;5010;6283;Ramsau im Zillertal;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;;;;;353;
Sonnalm;1419;6283;Ramsau im Zillertal;;;;1981;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.701;1.313;1.836;523;1.113;582
Ramsberg;1420;6283;Ramsau im Zillertal;;;;1986;nein;;1er Sessellift fix geklemmt;ausschließlich;;7,00;1;nein;kein;keine;1.940;598;1.329;731;762;557
Kleinschl. Sonnalm;1421;6283;Ramsau im Zillertal;;;;1977;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;100;1.320;1.344;24;521;13
Übungslift Reith II;734;6370;Reith bei Kitzbühel;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;;770;825;55;530;29
Übungslift Reith I;736;6370;Reith bei Kitzbühel;;;;1973;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;;770;880;110;825;91
Sonnenlift Reith;518;6103;Reith bei Seefeld;Liftweg;;;1966;nein;;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;1.170;1.202;1.492;290;485;141
Übungslift;519;6103;Reith bei Seefeld;Liftweg;;;1985;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;88;1.150;1.162;12;720;9
Nordlift;844;6235;Reith im Alpbachtal;;;;1968;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;870;886;1.192;306;720;220
Jochangerlift aufg.;842;6235;Reith im Alpbachtal;;;;1976;ja;2002;Schlepplift;keine;;6,00;2;nein;kein;keine;1.400;900;1.350;450;1.350;608
Muldenlift aufg.;838;6235;Reith im Alpbachtal;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;350;;;126;718;90
Wiesenlift II aufg.;841;6235;Reith im Alpbachtal;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;264;;;35;495;17
Fesslerwiesen aufg.;846;6235;Reith im Alpbachtal;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;173;;;41;379;16
Hochlift;845;6235;Reith im Alpbachtal;;;;1964;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;292;1.165;1.220;61;720;44
Brandachlift;843;6235;Reith im Alpbachtal;;;;1984;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;452;657;731;74;720;44
Reitherkogellift aufg.;839;6235;Reith im Alpbachtal;;;;1961;ja;2001;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;2.010;690;1.260;570;450;256
Wiesenlift I;840;6235;Reith im Alpbachtal;;;;1964;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;260;656;690;34;400;14
Reitherkogelbahn;1708;6235;Reith im Alpbachtal;;;;2001;nein;;8er Einseilumlaufbahn;keine;;12,00;8;nein;Kabine;keine;1.980;659;1.197;538;1.100;592
Schmiederlift;1422;6272;Ried im Zillertal;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;117;;;20;460;9
Archenstadel;5012;6074;Rinn;;;;1999;nein;;Schlepplift;;;;;nein;;;350;;;78;720;
Kalte Kuchl;520;6074;Rinn;;;;1972;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.389;1.800;2.201;401;1.200;481
Rinn;521;6074;Rinn;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;350;922;1.000;78;400;31
Karspitzbahn;5533;6280;Rohrberg;;;;2010;nein;;8er Einseilumlaufbahn;keine;Amt der Tiroler Landesregierung;5,20;8;nein;Kabine;;2.413;1.306;2.112;806;2.400;1.934
Übungslift Rosenalm;5013;6280;Rohrberg;;;;;ja;;Schlepplift mit niedriger Seilführung;;;;;nein;;;150;;;18;720;
Wiesenalmbahn;3221;6280;Rohrberg;;;;2008;nein;;8er Einseilumlaufbahn;ausschließlich;Amt der Tiroler Landesregierung;;8;nein;Kabine;;1.820;571;1.306;735;2.400;1.764
Törljochlift aufg.;1428;6280;Rohrberg;;;;1978;ja;1999;Schlepplift;keine;;6,00;2;nein;kein;keine;1.455;1.744;2.202;458;1.164;533
Karspitzlift aufg.;1427;6280;Rohrberg;;;;1978;ja;1999;Schlepplift;keine;;6,00;2;nein;kein;keine;1.434;1.702;2.125;423;1.256;531
Himmellift I aufg.;1433;6280;Rohrberg;;;;;ja;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;409;;;81;855;69
Himmellift III aufg.;1435;6280;Rohrberg;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;509;;;120;1.111;133
Himmellift II aufg.;1434;6280;Rohrberg;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;220;;;33;1.049;35
Plattenanger II;1431;6280;Rohrberg;;;;1981;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;365;1.676;1.744;68;1.046;71
Plattenanger I;1429;6280;Rohrberg;;;;1978;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;446;1.658;1.744;86;1.290;111
Sportbahn Karspitz aufg.;1425;6280;Rohrberg;;;;1984;ja;2010;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;2.403;1.312;2.118;806;1.100;887
Hochried;1432;6280;Rohrberg;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;129;;;22;700;15
Übungslift Rosenalm;1430;6280;Rohrberg;;;;1978;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;155;1.746;1.765;19;720;14
Rosenalmbahn II aufg.;1424;6280;Rohrberg;;;;;ja;1994;2er Sessellift fix geklemmt;teilweise;;8,00;2;nein;kein;keine;1.747;;;435;1.362;592
Kreuzjoch aufg.;1426;6280;Rohrberg;;;;1987;ja;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.170;2.075;2.408;333;1.440;400
Rosenalm I;1528;6280;Rohrberg;;;;1995;nein;;8er Einseilumlaufbahn;ausschließlich;;12,00;8;nein;Kabine;keine;1.910;579;1.310;731;2.880;2.105
Rosenalm II;1529;6280;Rohrberg;;;;1995;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;1.745;1.309;1.744;435;2.880;1.253
Rosenalmbahn I aufg.;1423;6280;Rohrberg;;;;;ja;1994;4er Einseilumlaufbahn;ausschließlich;;12,00;4;nein;Kabine;keine;1.931;;;731;1.720;1.257
Seilbahn Oberasten aufg.;1436;6280;Rohrberg;;;;;ja;;Zweiseilpendelbahn;ausschließlich;;15,00;;nein;Kabine;keine;1.477;;;570;36;21
KarspitzX-Press;1660;6280;Rohrberg;;;;1999;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;Förderband;1.589;1.699;2.217;518;2.800;1.450
HanserX-Press;1765;6280;Rohrberg;;;;2001;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;keine;1.571;1.736;2.246;510;2.400;1.224
Canisiusbrünnl;522;6063;Rum;;;;;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;165;;;20;510;10
Wiesenlift aufg.;340;6432;Sautens;;;;;ja;2006;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;553;;;88;617;54
Brandlift;526;6108;Scharnitz;;;;1979;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;;970;1.010;39;986;38
Mühlberg aufg.;525;6108;Scharnitz;;;;;ja;2000;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.172;940;1.284;344;810;279
Stuibenlift;1267;6677;Schattwald;;;;1975;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;486;1.280;1.400;120;1.200;132
Wannenjochbahn;1266;6677;Schattwald;;;;1993;nein;;3er Sessellift fix geklemmt;keine;;9,00;3;nein;kein;keine;1.343;1.095;1.570;475;1.700;808
Osthang;5200;6351;Scheffau am Wilden Kaiser;;;;1989;nein;;4er Sessellift fix geklemmt;;;;;ja;;;530;1.530;1.650;120;2.000;240
Ostlift;873;6351;Scheffau am Wilden Kaiser;;;;1989;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;300;1.593;1.628;35;1.200;42
Hochalmlift;875;6351;Scheffau am Wilden Kaiser;;;;1987;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;364;1.475;1.620;145;1.400;203
Siegelsberglift aufg.;850;6351;Scheffau am Wilden Kaiser;;;;1962;ja;2003;Schlepplift;keine;;6,00;2;nein;kein;keine;900;687;927;240;600;144
Weißachlift;814;6351;Scheffau am Wilden Kaiser;;;;1975;ja;2006;Schlepplift;keine;;6,00;2;nein;kein;keine;614;1.472;1.674;202;1.400;283
Muldenlift aufg.;816;6351;Scheffau am Wilden Kaiser;;;;1982;ja;1998;Schlepplift;keine;;6,00;2;nein;kein;keine;439;1.536;1.668;132;1.276;168
